datapointID,DOI,inocType,FieldGreenhouse,treatment,noteTreatments,location,exact_location,Ecosystem,EcoGeneral,EcoRegion,FungalType,dominantFungiSource,plantSoil,managed/restoration,SoilDataLocation,priorLandUse,plantSpecies,notes,IsLatestTimePoint,comparisonGroup,Treatment2,soilOrigin,Time,TotBiomass,TotBioError,AboveBio,AboveBioError,BelowBio,BelowBioError,Yield,BioErrorType,biomassN,height,heightError,heightErrorType,heightN,CoverPerc,CoverPercError,CoverPercErrorType,coverPercN,V2a: SpeciesRichness,V2a: Error,V2b: ShannonDiversity,V2b: Error,V2: ErrorType,V2: N,seedlingSurvPerc,seedlingSurvPercError,seedlingSurvPercErrorType,seedlingSurvPercN,LeafArea(cm^2),LeafPhosphorous(mg/kgDryWeight),BasalAreaGrowthSeedlings(mm^2),Stem diameter,communityMycorrhizationIndex,EMFcolonization%,AMFcolonization%,Bray-CurtisDistance,NumberOfMycorrhizalRootTips,Mycorrhizal infection (%),Germination%,NumberofGerminatedSeedlings,Column4,Column5
433,10.1111/1365-2745.12773,sterile,mesocosm,"Control: sterilized inoculum soil, no fertilizer, Species richness 2","Sterilized soil from beneath Canarium album, Castanopsis fissa, Cryptocarya concinna, Engelhardtia fenzlii, Lithocarpus litseifolius, Ormosia pachycarpa, Schima superba, Choerospondias axillaris, homogenized, ","23°27'N, 111°53'E",1,forest,forest,tropical,both,other,Clay loam soil mixed with sand (1:1 v/v) sterilized by gamma radiation,,"N, P, K, OM (organic matter)",,Engelhardtia fenzlii planted with 1 additional species,,,53,0,,16 months,0.08,0.01,,,,,,SE,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,10.1111/1365-2745.12773,sterile,mesocosm,"Control: sterilized inoculum soil, no fertilizer, Species richness 2","Sterilized soil from beneath Canarium album, Castanopsis fissa, Cryptocarya concinna, Engelhardtia fenzlii, Lithocarpus litseifolius, Ormosia pachycarpa, Schima superba, Choerospondias axillaris, homogenized, ","23°27'N, 111°53'E",1,forest,forest,tropical,both,other,Clay loam soil mixed with sand (1:1 v/v) sterilized by gamma radiation,,"N, P, K, OM (organic matter)",,Lithocarpus litseifolius planted with 1 additional species,,,54,0,,16 months,1.5,0.19,,,,,,SE,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,10.1111/1365-2745.12773,sterile,mesocosm,"Control: sterilized inoculum soil, no fertilizer, Species richness 2","Sterilized soil from beneath Canarium album, Castanopsis fissa, Cryptocarya concinna, Engelhardtia fenzlii, Lithocarpus litseifolius, Ormosia pachycarpa, Schima superba, Choerospondias axillaris, homogenized, ","23°27'N, 111°53'E",1,forest,forest,tropical,both,other,Clay loam soil mixed with sand (1:1 v/v) sterilized by gamma radiation,,"N, P, K, OM (organic matter)",,Ormosia pachycarpa planted with 1 additional species,,,55,0,,16 months,2.98,0.51,,,,,,SE,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,10.1111/1365-2745.12773,sterile,mesocosm,"Control: sterilized inoculum soil, no fertilizer, Species richness 2","Sterilized soil from beneath Canarium album, Castanopsis fissa, Cryptocarya concinna, Engelhardtia fenzlii, Lithocarpus litseifolius, Ormosia pachycarpa, Schima superba, Choerospondias axillaris, homogenized, ","23°27'N, 111°53'E",1,forest,forest,tropical,both,other,Clay loam soil mixed with sand (1:1 v/v) sterilized by gamma radiation,,"N, P, K, OM (organic matter)",,Schima superba planted with 1 additional species,,,56,0,,16 months,0.14,0.02,,,,,,SE,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,10.1111/1365-2745.12773,soil,mesocosm,"Inoculum: Living soil, no fertilizer, Species richness 4","Inoculum: Living soil from beneath Canarium album, Castanopsis fissa, Cryptocarya concinna, Engelhardtia fenzlii, Lithocarpus litseifolius, Ormosia pachycarpa, Schima superba, Choerospondias axillaris, ","23°27'N, 111°53'E",1,forest,forest,tropical,both,other,Clay loam soil mixed with sand (1:1 v/v) sterilized by gamma radiation,,"N, P, K, OM (organic matter)",,Canarium album planted with 3 additional species,,,57,1,,16 months,2.53,0.45,,,,,,SE,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,10.1111/1365-2745.12773,soil,mesocosm,"Inoculum: Living soil, no fertilizer, Species richness 4","Inoculum: Living soil from beneath Canarium album, Castanopsis fissa, Cryptocarya concinna, Engelhardtia fenzlii, Lithocarpus litseifolius, Ormosia pachycarpa, Schima superba, Choerospondias axillaris, ","23°27'N, 111°53'E",1,forest,forest,tropical,both,other,Clay loam soil mixed with sand (1:1 v/v) sterilized by gamma radiation,,"N, P, K, OM (organic matter)",,Choerospondias axillaris planted with 3 additional species,,,58,1,,16 months,0.42,0.09,,,,,,SE,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,10.1111/1365-2745.12773,soil,mesocosm,"Inoculum: Living soil, no fertilizer, Species richness 4","Inoculum: Living soil from beneath Canarium album, Castanopsis fissa, Cryptocarya concinna, Engelhardtia fenzlii, Lithocarpus litseifolius, Ormosia pachycarpa, Schima superba, Choerospondias axillaris, ","23°27'N, 111°53'E",1,forest,forest,tropical,both,other,Clay loam soil mixed with sand (1:1 v/v) sterilized by gamma radiation,,"N, P, K, OM (organic matter)",,Cryptocarya concinna planted with 3 additional species,,,59,1,,16 months,0.42,0.06,,,,,,SE,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,10.1111/1365-2745.12773,soil,mesocosm,"Inoculum: Living soil, no fertilizer, Species richness 4","Inoculum: Living soil from beneath Canarium album, Castanopsis fissa, Cryptocarya concinna, Engelhardtia fenzlii, Lithocarpus litseifolius, Ormosia pachycarpa, Schima superba, Choerospondias axillaris, ","23°27'N, 111°53'E",1,forest,forest,tropical,both,other,Clay loam soil mixed with sand (1:1 v/v) sterilized by gamma radiation,,"N, P, K, OM (organic matter)",,Castanopsis fissa planted with 3 additional species,,,60,1,,16 months,0.61,0.38,,,,,,SE,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,10.1111/1365-2745.12773,soil,mesocosm,"Inoculum: Living soil, no fertilizer, Species richness 4","Inoculum: Living soil from beneath Canarium album, Castanopsis fissa, Cryptocarya concinna, Engelhardtia fenzlii, Lithocarpus litseifolius, Ormosia pachycarpa, Schima superba, Choerospondias axillaris, ","23°27'N, 111°53'E",1,forest,forest,tropical,both,other,Clay loam soil mixed with sand (1:1 v/v) sterilized by gamma radiation,,"N, P, K, OM (organic matter)",,Engelhardtia fenzlii planted with 3 additional species,,,61,1,,16 months,0.33,0.15,,,,,,SE,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,10.1111/1365-2745.12773,soil,mesocosm,"Inoculum: Living soil, no fertilizer, Species richness 4","Inoculum: Living soil from beneath Canarium album, Castanopsis fissa, Cryptocarya concinna, Engelhardtia fenzlii, Lithocarpus litseifolius, Ormosia pachycarpa, Schima superba, Choerospondias axillaris, ","23°27'N, 111°53'E",1,forest,forest,tropical,both,other,Clay loam soil mixed with sand (1:1 v/v) sterilized by gamma radiation,,"N, P, K, OM (organic matter)",,Lithocarpus litseifolius planted with 3 additional species,,,62,1,,16 months,0.77,0.1,,,,,,SE,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,10.1111/1365-2745.12773,soil,mesocosm,"Inoculum: Living soil, no fertilizer, Species richness 4","Inoculum: Living soil from beneath Canarium album, Castanopsis fissa, Cryptocarya concinna, Engelhardtia fenzlii, Lithocarpus litseifolius, Ormosia pachycarpa, Schima superba, Choerospondias axillaris, ","23°27'N, 111°53'E",1,forest,forest,tropical,both,other,Clay loam soil mixed with sand (1:1 v/v) sterilized by gamma radiation,,"N, P, K, OM (organic matter)",,Ormosia pachycarpa planted with 3 additional species,,,63,1,,16 months,4.21,0.45,,,,,,SE,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,10.1111/1365-2745.12773,soil,mesocosm,"Inoculum: Living soil, no fertilizer, Species richness 4","Inoculum: Living soil from beneath Canarium album, Castanopsis fissa, Cryptocarya concinna, Engelhardtia fenzlii, Lithocarpus litseifolius, Ormosia pachycarpa, Schima superba, Choerospondias axillaris, ","23°27'N, 111°53'E",1,forest,forest,tropical,both,other,Clay loam soil mixed with sand (1:1 v/v) sterilized by gamma radiation,,"N, P, K, OM (organic matter)",,Schima superba planted with 3 additional species,,,64,1,,16 months,0.67,0.14,,,,,,SE,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,10.1111/1365-2745.12773,sterile,mesocosm,"Control: sterilized inoculum soil, no fertilizer, Species richness 4","Sterilized soil from beneath Canarium album, Castanopsis fissa, Cryptocarya concinna, Engelhardtia fenzlii, Lithocarpus litseifolius, Ormosia pachycarpa, Schima superba, Choerospondias axillaris, homogenized, ","23°27'N, 111°53'E",1,forest,forest,tropical,both,other,Clay loam soil mixed with sand (1:1 v/v) sterilized by gamma radiation,,"N, P, K, OM (organic matter)",,Canarium album planted with 3 additional species,,,57,0,,16 months,1.72,0.3,,,,,,SE,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,10.1111/1365-2745.12773,sterile,mesocosm,"Control: sterilized inoculum soil, no fertilizer, Species richness 4","Sterilized soil from beneath Canarium album, Castanopsis fissa, Cryptocarya concinna, Engelhardtia fenzlii, Lithocarpus litseifolius, Ormosia pachycarpa, Schima superba, Choerospondias axillaris, homogenized, ","23°27'N, 111°53'E",1,forest,forest,tropical,both,other,Clay loam soil mixed with sand (1:1 v/v) sterilized by gamma radiation,,"N, P, K, OM (organic matter)",,Choerospondias axillaris planted with 3 additional species,,,58,0,,16 months,0.42,0.04,,,,,,SE,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,10.1111/1365-2745.12773,sterile,mesocosm,"Control: sterilized inoculum soil, no fertilizer, Species richness 4","Sterilized soil from beneath Canarium album, Castanopsis fissa, Cryptocarya concinna, Engelhardtia fenzlii, Lithocarpus litseifolius, Ormosia pachycarpa, Schima superba, Choerospondias axillaris, homogenized, ","23°27'N, 111°53'E",1,forest,forest,tropical,both,other,Clay loam soil mixed with sand (1:1 v/v) sterilized by gamma radiation,,"N, P, K, OM (organic matter)",,Cryptocarya concinna planted with 3 additional species,,,59,0,,16 months,0.41,0.05,,,,,,SE,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,10.1111/1365-2745.12773,sterile,mesocosm,"Control: sterilized inoculum soil, no fertilizer, Species richness 4","Sterilized soil from beneath Canarium album, Castanopsis fissa, Cryptocarya concinna, Engelhardtia fenzlii, Lithocarpus litseifolius, Ormosia pachycarpa, Schima superba, Choerospondias axillaris, homogenized, ","23°27'N, 111°53'E",1,forest,forest,tropical,both,other,Clay loam soil mixed with sand (1:1 v/v) sterilized by gamma radiation,,"N, P, K, OM (organic matter)",,Castanopsis fissa planted with 3 additional species,,,60,0,,16 months,1.42,0.15,,,,,,SE,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,10.1111/1365-2745.12773,sterile,mesocosm,"Control: sterilized inoculum soil, no fertilizer, Species richness 4","Sterilized soil from beneath Canarium album, Castanopsis fissa, Cryptocarya concinna, Engelhardtia fenzlii, Lithocarpus litseifolius, Ormosia pachycarpa, Schima superba, Choerospondias axillaris, homogenized, ","23°27'N, 111°53'E",1,forest,forest,tropical,both,other,Clay loam soil mixed with sand (1:1 v/v) sterilized by gamma radiation,,"N, P, K, OM (organic matter)",,Engelhardtia fenzlii planted with 3 additional species,,,61,0,,16 months,0.23,0.1,,,,,,SE,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,10.1111/1365-2745.12773,sterile,mesocosm,"Control: sterilized inoculum soil, no fertilizer, Species richness 4","Sterilized soil from beneath Canarium album, Castanopsis fissa, Cryptocarya concinna, Engelhardtia fenzlii, Lithocarpus litseifolius, Ormosia pachycarpa, Schima superba, Choerospondias axillaris, homogenized, ","23°27'N, 111°53'E",1,forest,forest,tropical,both,other,Clay loam soil mixed with sand (1:1 v/v) sterilized by gamma radiation,,"N, P, K, OM (organic matter)",,Lithocarpus litseifolius planted with 3 additional species,,,62,0,,16 months,0.61,0.09,,,,,,SE,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,10.1111/1365-2745.12773,sterile,mesocosm,"Control: sterilized inoculum soil, no fertilizer, Species richness 4","Sterilized soil from beneath Canarium album, Castanopsis fissa, Cryptocarya concinna, Engelhardtia fenzlii, Lithocarpus litseifolius, Ormosia pachycarpa, Schima superba, Choerospondias axillaris, homogenized, ","23°27'N, 111°53'E",1,forest,forest,tropical,both,other,Clay loam soil mixed with sand (1:1 v/v) sterilized by gamma radiation,,"N, P, K, OM (organic matter)",,Ormosia pachycarpa planted with 3 additional species,,,63,0,,16 months,4.4,0.67,,,,,,SE,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,10.1111/1365-2745.12773,sterile,mesocosm,"Control: sterilized inoculum soil, no fertilizer, Species richness 4","Sterilized soil from beneath Canarium album, Castanopsis fissa, Cryptocarya concinna, Engelhardtia fenzlii, Lithocarpus litseifolius, Ormosia pachycarpa, Schima superba, Choerospondias axillaris, homogenized, ","23°27'N, 111°53'E",1,forest,forest,tropical,both,other,Clay loam soil mixed with sand (1:1 v/v) sterilized by gamma radiation,,"N, P, K, OM (organic matter)",,Schima superba planted with 3 additional species,,,64,0,,16 months,0.35,0.07,,,,,,SE,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,10.1111/1365-2745.12773,soil,mesocosm,"Inoculum: Living soil, no fertilizer, Species richness 8","Inoculum: Living soil from beneath Canarium album, Castanopsis fissa, Cryptocarya concinna, Engelhardtia fenzlii, Lithocarpus litseifolius, Ormosia pachycarpa, Schima superba, Choerospondias axillaris, ","23°27'N, 111°53'E",1,forest,forest,tropical,both,other,Clay loam soil mixed with sand (1:1 v/v) sterilized by gamma radiation,,"N, P, K, OM (organic matter)",,Canarium album planted with 7 additional species,,,65,1,,16 months,2.84,0.44,,,,,,SE,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,10.1111/1365-2745.12773,soil,mesocosm,"Inoculum: Living soil, no fertilizer, Species richness 8","Inoculum: Living soil from beneath Canarium album, Castanopsis fissa, Cryptocarya concinna, Engelhardtia fenzlii, Lithocarpus litseifolius, Ormosia pachycarpa, Schima superba, Choerospondias axillaris, ","23°27'N, 111°53'E",1,forest,forest,tropical,both,other,Clay loam soil mixed with sand (1:1 v/v) sterilized by gamma radiation,,"N, P, K, OM (organic matter)",,Choerospondias axillaris planted with 7 additional species,,,66,1,,16 months,0.61,0.22,,,,,,SE,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
