datapointID,DOI,inocType,FieldGreenhouse,treatment,noteTreatments,location,exact_location,Ecosystem,EcoGeneral,EcoRegion,FungalType,dominantFungiSource,Column1,managed/restoration,SoilDataLocation,priorLandUse,plantSpecies,notes,IsLatestTimePoint,comparisonGroup,Treatment2,soilOrigin,Time,TotBiomass,TotBioError,AboveBio,AboveBioError,BelowBio,BelowBioError,Yield,BioErrorType,biomassN,height,heightError,heightErrorType,heightN,CoverPerc,CoverPercError,CoverPercErrorType,coverPercN,V2a: SpeciesRichness,V2a: Error,V2b: ShannonDiversity,V2b: Error,V2: ErrorType,V2: N,seedlingSurvPerc,seedlingSurvPercError,seedlingSurvPercErrorType,seedlingSurvPercErrorN,LeafArea(cm^2),LeafPhosphorous(mg/kgDryWeight),BasalAreaGrowthSeedlings(mm^2),communityMycorrhizationIndex,EMFcolonization%,AMFcolonization%,Bray-CurtisDistance,NumberOfMycorrhizalRootTips,Comments,Column2,Column3,Column4,Column5
1,10.1038/nplants.2016.107,soil,field,"Top soil removal, inoculum from dry heathland",,"Netherlands, 52.015° N, 5.777° E",1,"grassland, heathland",grassland,temperate,,backup,,restoration,,arable farming,Grassland species,,,1,1,hetero,6 years,,,,,,,,,,,,,,0.21,0.05,SE,4,,,,,,,,,,,,,,,,,x,,,,,,
2,10.1038/nplants.2016.107,soil,field,"Top soil removal, inoculum from restored grassland",,"Netherlands, 52.015° N, 5.777° E",1,"grassland, heathland",grassland,temperate,,backup,,restoration,,arable farming,Grassland species,,,1,1,con,6 years,,,,,,,,,,,,,,0.13,0.02,SE,4,,,,,,,,,,,,,,,,,x,,,,,,
3,10.1038/nplants.2016.107,no,field,"Top soil removal, control (no inoculum)",,"Netherlands, 52.015° N, 5.777° E",1,"grassland, heathland",grassland,temperate,,backup,,restoration,,arable farming,Grassland species,,,1,0,,6 years,,,,,,,,,,,,,,0.07,0.03,SE,4,,,,,,,,,,,,,,,,,x,,,,,,
4,10.1038/nplants.2016.107,soil,mesocosm,"Inoculum from dry heathland, seed mixture",,"Netherlands, 52.015° N, 5.777° E",1,"grassland, heathland",grassland,temperate,,backup,,restoration,,,Grassland species,,,2,1,hetero,30 weeks,,,,,,,,,,,,,,0.27,0.05,SE,,,,,,,,,,,,,,,,,,x,,,,,,
5,10.1038/nplants.2016.107,soil,mesocosm,"Inoculum from grassland, seed mixture",,"Netherlands, 52.015° N, 5.777° E",1,"grassland, heathland",grassland,temperate,,backup,,restoration,,,Grassland species,,,2,1,con,30 weeks,,,,,,,,,,,,,,0.26,0.03,SE,,,,,,,,,,,,,,,,,,x,,,,,,
6,10.1038/nplants.2016.107,no,mesocosm,"Control, seed mixture (no inoculum)",,"Netherlands, 52.015° N, 5.777° E",1,"grassland, heathland",grassland,temperate,,backup,,restoration,,,Grassland species,,,2,0,,30 weeks,,,,,,,,,,,,,,0.11,0.02,SE,,,,,,,,,,,,,,,,,,x,,,,,,
7,10.1038/nplants.2016.107,soil,field,"No topsoil removal, inoculum from grassland",,"Netherlands, 52.015° N, 5.777° E",1,"grassland, heathland",grassland,temperate,,backup,,restoration,,arable farming,Grassland species,,,3,1,con,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,
8,10.1038/nplants.2016.107,no,field,"No topsoil removal, control (no inoculum)",,"Netherlands, 52.015° N, 5.777° E",1,"grassland, heathland",grassland,temperate,,backup,,restoration,,arable farming,Grassland species,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,
9,10.1038/nplants.2016.107,soil,field,"Top soil removal, inoculum from dry heathland",,"Netherlands, 52.015° N, 5.777° E",1,"grassland, heathland",grassland,temperate,,backup,,restoration,,arable farming,Heathland species,,,4,1,con,6 years,,,,,,,,,,,,,,0.16,0.05,SE,4,,,,,,,,,,,,,,,,,x,,,,,,
10,10.1038/nplants.2016.107,soil,field,"Top soil removal, inoculum from restored grassland",,"Netherlands, 52.015° N, 5.777° E",1,"grassland, heathland",grassland,temperate,,backup,,restoration,,arable farming,Heathland species,,,4,1,hetero,6 years,,,,,,,,,,,,,,0.03,0.005,SE,4,,,,,,,,,,,,,,,,,x,,,,,,
11,10.1038/nplants.2016.107,no,field,"Top soil removal, control (no inoculum)",,"Netherlands, 52.015° N, 5.777° E",1,"grassland, heathland",grassland,temperate,,backup,,restoration,,arable farming,Heathland species,,,4,0,,6 years,,,,,,,,,,,,,,0.01,0.005,SE,4,,,,,,,,,,,,,,,,,x,,,,,,
12,10.1038/nplants.2016.107,soil,mesocosm,"Inoculum from dry heathland, seed mixture",,"Netherlands, 52.015° N, 5.777° E",1,"grassland, heathland",grassland,temperate,,backup,,restoration,,,Heathland species,,,5,1,con,30 weeks,,,,,,,,,,,,,,0.029,0.007,SE,,,,,,,,,,,,,,,,,,x,,,,,,
13,10.1038/nplants.2016.107,soil,mesocosm,"Inoculum from grassland, seed mixture",,"Netherlands, 52.015° N, 5.777° E",1,"grassland, heathland",grassland,temperate,,backup,,restoration,,,Heathland species,,,5,1,hetero,30 weeks,,,,,,,,,,,,,,0.014,0.005,SE,,,,,,,,,,,,,,,,,,x,,,,,,
14,10.1038/nplants.2016.107,no,mesocosm,"Control, seed mixture (no inoculum)",,"Netherlands, 52.015° N, 5.777° E",1,"grassland, heathland",grassland,temperate,,backup,,restoration,,,Heathland species,,,5,0,,30 weeks,,,,,,,,,,,,,,0.009,0.003,SE,,,,,,,,,,,,,,,,,,x,,,,,,
15,10.1038/nplants.2016.107,soil,field,"No topsoil removal, inoculum from grassland",,"Netherlands, 52.015° N, 5.777° E",1,"grassland, heathland",grassland,temperate,,backup,,restoration,,arable farming,Heathland species,,,6,1,hetero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,10.1038/nplants.2016.107,no,field,"No topsoil removal, control (no inoculum)",,"Netherlands, 52.015° N, 5.777° E",1,"grassland, heathland",grassland,temperate,,backup,,restoration,,arable farming,Heathland species,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,10.1038/nplants.2016.107,soil,field,"Top soil removal, inoculum from dry heathland",,"Netherlands, 52.015° N, 5.777° E",1,"grassland, heathland",grassland,temperate,,backup,,restoration,,arable farming,Early successional speices,,,7,1,,6 years,,,,,,,,,,,,,,0.031,0.007,SE,4,,,,,,,,,,,,,,,,,,,,,,,
18,10.1038/nplants.2016.107,soil,field,"Top soil removal, inoculum from restored grassland",,"Netherlands, 52.015° N, 5.777° E",1,"grassland, heathland",grassland,temperate,,backup,,restoration,,arable farming,Early successional speices,,,7,1,,6 years,,,,,,,,,,,,,,0.037,0.007,SE,4,,,,,,,,,,,,,,,,,,,,,,,
19,10.1038/nplants.2016.107,no,field,"Top soil removal, control (no inoculum)",,"Netherlands, 52.015° N, 5.777° E",1,"grassland, heathland",grassland,temperate,,backup,,restoration,,arable farming,Early successional speices,,,7,0,,6 years,,,,,,,,,,,,,,0.034,0.01,SE,4,,,,,,,,,,,,,,,,,,,,,,,
20,10.1038/nplants.2016.107,soil,mesocosm,"Inoculum from dry heathland, seed mixture",,"Netherlands, 52.015° N, 5.777° E",1,"grassland, heathland",grassland,temperate,,backup,,restoration,,,Early successional speices,,,8,1,,30 weeks,,,,,,,,,,,,,,0.158,0.015,SE,,,,,,,,,,,,,,,,,,,,,,,,
21,10.1038/nplants.2016.107,soil,mesocosm,"Inoculum from grassland, seed mixture",,"Netherlands, 52.015° N, 5.777° E",1,"grassland, heathland",grassland,temperate,,backup,,restoration,,,Early successional speices,,,8,1,,30 weeks,,,,,,,,,,,,,,0.252,0.018,SE,,,,,,,,,,,,,,,,,,,,,,,,
22,10.1038/nplants.2016.107,no,mesocosm,"Control, seed mixture (no inoculum)",,"Netherlands, 52.015° N, 5.777° E",1,"grassland, heathland",grassland,temperate,,backup,,restoration,,,Early successional speices,,,8,0,,30 weeks,,,,,,,,,,,,,,0.218,0.015,SE,,,,,,,,,,,,,,,,,,,,,,,,
23,10.1038/nplants.2016.107,soil,field,"Top soil removal, inoculum from dry heathland",,"Netherlands, 52.015° N, 5.777° E",1,"grassland, heathland",grassland,temperate,,backup,,restoration,,arable farming,Mid successional speices,,,9,1,,6 years,,,,,,,,,,,,,,0.054,0.013,SE,4,,,,,,,,,,,,,,,,,,,,,,,
24,10.1038/nplants.2016.107,soil,field,"Top soil removal, inoculum from restored grassland",,"Netherlands, 52.015° N, 5.777° E",1,"grassland, heathland",grassland,temperate,,backup,,restoration,,arable farming,Mid successional speices,,,9,1,,6 years,,,,,,,,,,,,,,0.065,0.013,SE,4,,,,,,,,,,,,,,,,,,,,,,,
25,10.1038/nplants.2016.107,no,field,"Top soil removal, control (no inoculum)",,"Netherlands, 52.015° N, 5.777° E",1,"grassland, heathland",grassland,temperate,,backup,,restoration,,arable farming,Mid successional speices,,,9,0,,6 years,,,,,,,,,,,,,,0.026,0.006,SE,4,,,,,,,,,,,,,,,,,,,,,,,
26,10.1038/nplants.2016.107,soil,mesocosm,"Inoculum from dry heathland, seed mixture",,"Netherlands, 52.015° N, 5.777° E",1,"grassland, heathland",grassland,temperate,,backup,,restoration,,,Mid successional speices,,,10,1,,30 weeks,,,,,,,,,,,,,,0.371,0.02,SE,,,,,,,,,,,,,,,,,,,,,,,,
27,10.1038/nplants.2016.107,soil,mesocosm,"Inoculum from grassland, seed mixture",,"Netherlands, 52.015° N, 5.777° E",1,"grassland, heathland",grassland,temperate,,backup,,restoration,,,Mid successional speices,,,10,1,,30 weeks,,,,,,,,,,,,,,0.382,0.017,SE,,,,,,,,,,,,,,,,,,,,,,,,
28,10.1038/nplants.2016.107,no,mesocosm,"Control, seed mixture (no inoculum)",,"Netherlands, 52.015° N, 5.777° E",1,"grassland, heathland",grassland,temperate,,backup,,restoration,,,Mid successional speices,,,10,0,,30 weeks,,,,,,,,,,,,,,0.28,0.017,SE,,,,,,,,,,,,,,,,,,,,,,,,
29,10.1139/X87-147,soil,field,"BC, seedlings, inoculum from Douglas-fir planation, previously burned clear-cut",,"Cedar Camp, Oregon, 41.3200° N, 122.4800° W",1,"forest, mixed evergreen",forest,temperate,EM,both,,restoration,"pH, P, Ca, Mg, K, Elevation, precipitation, soil classification","clear-cut, 8 years old",sugar pine,,,1,1,hetero,6 months,,,,,,,,,,,,,,,,,,,,,,,,0.63,0.06,SE,125,,,4.6,,,,,x,,,,,
30,10.1139/X87-147,soil,field,"UC, seedlings, inoculum, Douglas-fir plantation on unburned clear-cut",,"Cedar Camp, Oregon, 41.3200° N, 122.4800° W",1,"forest, mixed evergreen",forest,temperate,EM,both,,restoration,"pH, P, Ca, Mg, K, Elevation, precipitation, soil classification","clear-cut, 8 years old",sugar pine,,,1,1,hetero,6 months,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.09,SE,125,,,3.8,,,,,,,,,,
31,10.1139/X87-147,soil,field,"MF, seedlings, inoculum, unpasteurized soil from undistrubed mature forest",,"Cedar Camp, Oregon, 41.3200° N, 122.4800° W",1,"forest, mixed evergreen",forest,temperate,EM,both,,restoration,"pH, P, Ca, Mg, K, Elevation, precipitation, soil classification","clear-cut, 8 years old",sugar pine,,,1,1,con,6 months,,,,,,,,,,,,,,,,,,,,,,,,0.33,0.03,SE,125,,,2.8,,,,,,,,,,
32,10.1139/X87-147,ster,field,"PMF, seedlings, inoculum, pasteurized soil from undistrubed mature forest",,"Cedar Camp, Oregon, 41.3200° N, 122.4800° W",1,"forest, mixed evergreen",forest,temperate,EM,both,,restoration,"pH, P, Ca, Mg, K, Elevation, precipitation, soil classification","clear-cut, 8 years old",sugar pine,,,1,0,con,6 months,,,,,,,,,,,,,,,,,,,,,,,,0.54,0.06,SE,125,,,3.9,,,,,,,,,,
33,10.1139/X87-147,no,field,"NT, seedlings, no soil transfer, control",,"Cedar Camp, Oregon, 41.3200° N, 122.4800° W",1,"forest, mixed evergreen",forest,temperate,EM,both,,restoration,"pH, P, Ca, Mg, K, Elevation, precipitation, soil classification","clear-cut, 8 years old",sugar pine,,,1,0,,6 months,,,,,,,,,,,,,,,,,,,,,,,,0.39,0.07,SE,125,,,1.8,,,,,,,,,,
34,10.1139/X87-147,soil,field,"BC, seedlings, inoculum from Douglas-fir planation, previously burned clear-cut",,"Crazy Peak, Oregon, 41.3200° N, 122.4800° W",1,"forest, mixed evergreen",forest,temperate,EM,both,,restoration,"pH, P, Ca, Mg, K, Elevation, precipitation, soil classification","clear-cut, 16 years old",Douglas-fir,,,2,1,con,6 months,,,,,,,,,,,,,,,,,,,,,,,,1,0.01,SE,125,,,3.6,,,,,,,,,,
35,10.1139/X87-147,soil,field,"UC, seedlings, inoculum, Douglas-fir plantation on unburned clear-cut",,"Crazy Peak, Oregon, 41.3200° N, 122.4800° W",1,"forest, mixed evergreen",forest,temperate,EM,both,,restoration,"pH, P, Ca, Mg, K, Elevation, precipitation, soil classification","clear-cut, 16 years old",Douglas-fir,,,2,1,con,6 months,,,,,,,,,,,,,,,,,,,,,,,,1,0.01,SE,125,,,3.4,,,,,,,,,,
36,10.1139/X87-147,soil,field,"MF, seedlings, inoculum, unpasteurized soil from undistrubed mature forest",,"Crazy Peak, Oregon, 41.3200° N, 122.4800° W",1,"forest, mixed evergreen",forest,temperate,EM,both,,restoration,"pH, P, Ca, Mg, K, Elevation, precipitation, soil classification","clear-cut, 16 years old",Douglas-fir,,,2,1,con,6 months,,,,,,,,,,,,,,,,,,,,,,,,1,0.02,SE,125,,,2.9,,,,,,,,,,
37,10.1139/X87-147,ster,field,"PMF, seedlings, inoculum, pasteurized soil from undistrubed mature forest",,"Crazy Peak, Oregon, 41.3200° N, 122.4800° W",1,"forest, mixed evergreen",forest,temperate,EM,both,,restoration,"pH, P, Ca, Mg, K, Elevation, precipitation, soil classification","clear-cut, 16 years old",Douglas-fir,,,2,0,con,6 months,,,,,,,,,,,,,,,,,,,,,,,,1,0.02,SE,125,,,3.4,,,,,,,,,,
38,10.1139/X87-147,no,field,"NT, seedlings, no soil transfer, control",,"Crazy Peak, Oregon, 41.3200° N, 122.4800° W",1,"forest, mixed evergreen",forest,temperate,EM,both,,restoration,"pH, P, Ca, Mg, K, Elevation, precipitation, soil classification","clear-cut, 16 years old",Douglas-fir,,,2,0,,6 months,,,,,,,,,,,,,,,,,,,,,,,,1,0.01,SE,125,,,2.4,,,,,,,,,,
39,10.1139/X87-147,soil,field,"BC, seedlings, inoculum from Douglas-fir planation, previously burned clear-cut",,"Wood creek, Oregon, 41.3200° N, 122.4800° W",1,"forest, mixed evergreen",forest,temperate,EM,both,,restoration,"pH, P, Ca, Mg, K, Elevation, precipitation, soil classification","clear-cut, 27 years old",Douglas-fir,,,3,1,con,6 months,,,,,,,,,,,,,,,,,,,,,,,,0.97,0.06,SE,125,,,2.8,,,,,,,,,,
40,10.1139/X87-147,soil,field,"UC, seedlings, inoculum, Douglas-fir plantation on unburned clear-cut",,"Wood creek, Oregon, 41.3200° N, 122.4800° W",1,"forest, mixed evergreen",forest,temperate,EM,both,,restoration,"pH, P, Ca, Mg, K, Elevation, precipitation, soil classification","clear-cut, 27 years old",Douglas-fir,,,3,1,con,6 months,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.09,SE,125,,,2.3,,,,,,,,,,
41,10.1139/X87-147,soil,field,"MF, seedlings, inoculum, unpasteurized soil from undistrubed mature forest",,"Wood creek, Oregon, 41.3200° N, 122.4800° W",1,"forest, mixed evergreen",forest,temperate,EM,both,,restoration,"pH, P, Ca, Mg, K, Elevation, precipitation, soil classification","clear-cut, 27 years old",Douglas-fir,,,3,1,con,6 months,,,,,,,,,,,,,,,,,,,,,,,,0.96,0.04,SE,125,,,2,,,,,,,,,,
42,10.1139/X87-147,ster,field,"PMF, seedlings, inoculum, pasteurized soil from undistrubed mature forest",,"Wood creek, Oregon, 41.3200° N, 122.4800° W",1,"forest, mixed evergreen",forest,temperate,EM,both,,restoration,"pH, P, Ca, Mg, K, Elevation, precipitation, soil classification","clear-cut, 27 years old",Douglas-fir,,,3,0,con,6 months,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.09,SE,125,,,2.6,,,,,,,,,,
43,10.1139/X87-147,no,field,"NT, seedlings, no soil transfer, control",,"Wood creek, Oregon, 41.3200° N, 122.4800° W",1,"forest, mixed evergreen",forest,temperate,EM,both,,restoration,"pH, P, Ca, Mg, K, Elevation, precipitation, soil classification","clear-cut, 27 years old",Douglas-fir,,,3,0,,6 months,,,,,,,,,,,,,,,,,,,,,,,,0.91,0.09,SE,125,,,2.5,,,,,,,,,,
44,10.1111/1365-2664.13663,no,field,C: no biota added control,,"3 sites, Estonia (data pooled), 59°18′18.4″N, 27°08′56.8″E",0,glassland,grassland,temperate,AM,paper,,restoration,"pH, P, K, Ntot, organic matter",post-mining landscape,many,,,1,0,,2 years,,,,,,,,,,,,,,0.09,,"q0.25, q0.75",,5,,3.5,,"q0.25, q0.75",18,,,,,,,,1.6,,,,,extrapolated asymptotic shanon entropy,,,,
45,10.1111/1365-2664.13663,wild spores,field,M: soil inoculum only,,"3 sites, Estonia (data pooled), 59°18′18.4″N, 27°08′56.8″E",0,glassland,grassland,temperate,AM,paper,,restoration,"pH, P, K, Ntot, organic matter",post-mining landscape,many,,,1,1,,2 years,,,,,,,,,,,,,,0.1,,"q0.25, q0.76",,6,,3,,"q0.25, q0.76",18,,,,,,,,1.5,,,,,extrapolated asymptotic shanon entropy,,,,
46,10.1111/1365-2664.13663,wild spores,field,MS: soil inoculum with plant seeds,,"3 sites, Estonia (data pooled), 59°18′18.4″N, 27°08′56.8″E",0,glassland,grassland,temperate,AM,paper,,restoration,"pH, P, K, Ntot, organic matter",post-mining landscape,"many, seeds: 3 native glass species, 11 native forb species",,,1,1,,2 years,,,,,,,,,,,,,,0.32,,"q0.25, q0.78",,13,,6,,"q0.25, q0.78",18,,,,,,,,2.1,,,,,extrapolated asymptotic shanon entropy,,,,
47,WOS:000283973300014,soil,greenhouse,inoculum with mycorrhiza (coals mine soil),,"21.2787° N, 81.8661° E, State of Chhatishgarh and Madhya Pradesh, India",1,,others,tropical,,,,,"N, P, S, organic matter content, pH",,5 medicinal species,not whole soil,,1,1,hetero,160 days,100.8,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,DMY: unit g/pl?,,,,
48,WOS:000283973300014,no,greenhouse,control: inoculum without mycorrhiza,,"21.2787° N, 81.8661° E, State of Chhatishgarh and Madhya Pradesh, India",1,,others,tropical,,,,,"N, P, S, organic matter content, pH",,5 medicinal species,not whole soil,,1,0,,160 days,74.83,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,WOS:000283973300014,soil,greenhouse,inoculum with mycorrhiza (cooper mine soil),,"21.2787° N, 81.8661° E, State of Chhatishgarh and Madhya Pradesh, India",1,,others,tropical,,,,,"N, P, S, organic matter content, pH",,5 medicinal species,not whole soil,,2,1,hetero,160 days,75.92,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,WOS:000283973300014,no,greenhouse,control: inoculum without mycorrhiza,,"21.2787° N, 81.8661° E, State of Chhatishgarh and Madhya Pradesh, India",1,,others,tropical,,,,,"N, P, S, organic matter content, pH",,5 medicinal species,not whole soil,,2,0,,160 days,64.05,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,WOS:000283973300014,soil,greenhouse,inoculum with mycorrhiza (fly ash),,"21.2787° N, 81.8661° E, State of Chhatishgarh and Madhya Pradesh, India",1,,others,tropical,,,,,"N, P, S, organic matter content, pH",,5 medicinal species,not whole soil,,3,1,hetero,160 days,19.72,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,WOS:000283973300014,no,greenhouse,control: inoculum without mycorrhiza,,"21.2787° N, 81.8661° E, State of Chhatishgarh and Madhya Pradesh, India",1,,others,tropical,,,,,"N, P, S, organic matter content, pH",,5 medicinal species,not whole soil,,3,0,,160 days,16.35,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,WOS:000283973300014,soil,greenhouse,inoculum with mycorrhiza (skeletal soil),,"21.2787° N, 81.8661° E, State of Chhatishgarh and Madhya Pradesh, India",1,,others,tropical,,,,,"N, P, S, organic matter content, pH",,5 medicinal species,not whole soil,,4,1,hetero,160 days,44.43,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,WOS:000283973300014,no,greenhouse,control: inoculum without mycorrhiza,,"21.2787° N, 81.8661° E, State of Chhatishgarh and Madhya Pradesh, India",1,,others,tropical,,,,,"N, P, S, organic matter content, pH",,5 medicinal species,not whole soil,,4,0,,160 days,41.15,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,WOS:000283973300014,soil,greenhouse,inoculum with mycorrhiza (forest soil),,"21.2787° N, 81.8661° E, State of Chhatishgarh and Madhya Pradesh, India",1,,others,tropical,,,,,"N, P, S, organic matter content, pH",,5 medicinal species,not whole soil,,5,1,hetero,160 days,96.51,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,WOS:000283973300014,no,greenhouse,control: inoculum without mycorrhiza,,"21.2787° N, 81.8661° E, State of Chhatishgarh and Madhya Pradesh, India",1,,others,tropical,,,,,"N, P, S, organic matter content, pH",,5 medicinal species,not whole soil,,5,0,,160 days,90.1,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,WOS:000296938400009,commercial,greenhouse,"AM inoculum (Rhizagold), no fertilization",,"Malaysia, 3° 14′ 13″ N, 101° 38′ 16″ E",1,forest,forest,tropical,AM,both,,,,,Acacia mangium,,,1,1,,3 months,,,0.51,0.2,0.08,0.03,,SE,6,10.1,1.52,SE,6,,,,,,,,,,,,,,,,x,,,,,,,,,,,
58,WOS:000296938400009,no,greenhouse,"no AM inoculum, fertilization",,"Malaysia, 3° 14′ 13″ N, 101° 38′ 16″ E",1,forest,forest,tropical,AM,both,,,,,Acacia mangium,,,2,0,,3 months,,,0.81,0.16,0.25,0.06,,SE,6,15.8,1.54,SE,6,,,,,,,,,,,,,,,,x,,,,,,,,,,,
59,WOS:000296938400009,commercial,greenhouse,"AM inoculum (rhizagold), fertilization",,"Malaysia, 3° 14′ 13″ N, 101° 38′ 16″ E",1,forest,forest,tropical,AM,both,,,,,Acacia mangium,,,2,1,,3 months,,,0.87,0.17,0.21,0.05,,SE,6,17.5,0.71,SE,6,,,,,,,,,,,,,,,,x,,,,,,,,,,,
60,WOS:000296938400009,no,greenhouse,"control: no AM inoculum, no fertilization",,"Malaysia, 3° 14′ 13″ N, 101° 38′ 16″ E",1,forest,forest,tropical,AM,both,,,,,Acacia mangium,,,1,0,,3 months,,,0.1,0.01,0.01,0.02,,SE,6,9.9,1.15,SE,6,,,,,,,,,,,,,,,,x,,,,,,,,,,,
65,10.1016/J.APSOIL.2016.12.008,soil,field,"non sterilized inoculum from soil with YB, 1500ml",,"45°48'38''N, 73°26'26''W",1,forest,forest,temperate,EM,both,,managed ecosystem,,abandoned agricultural field,Red oak (RO),"filtered because crazy data, its height anyway",0,1,1,hetero,4 months,,,,,,,,,,50,0.602464076,SE,135,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,10.1016/J.APSOIL.2016.12.008,soil,field,"non sterilized inoculum from soil with RO, 1500ml",,"45°48'38''N, 73°26'26''W",1,forest,forest,temperate,EM,both,,managed ecosystem,,abandoned agricultural field,Red oak (RO),"filtered because crazy data, its height anyway",0,2,1,con,4 months,,,,,,,,,,41,0.602464076,SE,135,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,10.1016/J.APSOIL.2016.12.008,soil,field,"non sterilized inoculum from soil with YB, 300ml",,"45°48'38''N, 73°26'26''W",1,forest,forest,temperate,EM,both,,managed ecosystem,,abandoned agricultural field,Red oak (RO),"filtered because crazy data, its height anyway",0,3,1,hetero,4 months,,,,,,,,,,53,0.602464076,SE,135,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,10.1016/J.APSOIL.2016.12.008,soil,field,"non sterilized inoculum from soil with RO, 300ml",,"45°48'38''N, 73°26'26''W",1,forest,forest,temperate,EM,both,,managed ecosystem,,abandoned agricultural field,Red oak (RO),"filtered because crazy data, its height anyway",0,4,1,hetero,4 months,,,,,,,,,,50,0.688530373,SE,135,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,10.1016/J.APSOIL.2016.12.008,ster,field,"sterilized inoculum from soil with YB, 1500ml",,"45°48'38''N, 73°26'26''W",1,forest,forest,temperate,EM,both,,managed ecosystem,,abandoned agricultural field,Red oak (RO),"filtered because crazy data, its height anyway",0,1,0,hetero,4 months,,,,,,,,,,44,0.774596669,SE,135,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,10.1016/J.APSOIL.2016.12.008,ster,field,"sterilized inoculum from soil with RO, 1500ml",,"45°48'38''N, 73°26'26''W",1,forest,forest,temperate,EM,both,,managed ecosystem,,abandoned agricultural field,Red oak (RO),"filtered because crazy data, its height anyway",0,2,0,con,4 months,,,,,,,,,,40,0.688530373,SE,135,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,10.1016/J.APSOIL.2016.12.008,ster,field,"sterilized inoculum from soil with YB, 300ml",,"45°48'38''N, 73°26'26''W",1,forest,forest,temperate,EM,both,,managed ecosystem,,abandoned agricultural field,Red oak (RO),"filtered because crazy data, its height anyway",0,3,0,hetero,4 months,,,,,,,,,,44,0.688530373,SE,135,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,10.1016/J.APSOIL.2016.12.008,ster,field,"sterilized inoculum from soil with RO, 300ml",,"45°48'38''N, 73°26'26''W",1,forest,forest,temperate,EM,both,,managed ecosystem,,abandoned agricultural field,Red oak (RO),"filtered because crazy data, its height anyway",0,4,0,hetero,4 months,,,,,,,,,,43,0.516397779,SE,135,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,10.1016/J.APSOIL.2016.12.008,no,field,Control: no inoculum,,"45°48'38''N, 73°26'26''W",1,forest,forest,temperate,EM,both,,managed ecosystem,,abandoned agricultural field,Red oak (RO),"filtered because crazy data, its height anyway",0,,0,,4 months,,,,,,,,,,50,0.602464076,SE,135,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,10.1016/J.APSOIL.2016.12.008,soil,field,"non sterilized inoculum from soil with YB, 1500ml",,"45°48'38''N, 73°26'26''W",1,forest,forest,temperate,EM,both,,managed ecosystem,,abandoned agricultural field,Yellow birch (YB),"filtered because crazy data, its height anyway",0,5,1,con,4 months,,,,,,,,,,48,0.43519414,SE,132,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,10.1016/J.APSOIL.2016.12.008,soil,field,"non sterilized inoculum from soil with RO, 1500ml",,"45°48'38''N, 73°26'26''W",1,forest,forest,temperate,EM,both,,managed ecosystem,,abandoned agricultural field,Yellow birch (YB),"filtered because crazy data, its height anyway",0,6,1,hetero,4 months,,,,,,,,,,44,0.43519414,SE,132,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,10.1016/J.APSOIL.2016.12.008,soil,field,"non sterilized inoculum from soil with YB, 300ml",,"45°48'38''N, 73°26'26''W",1,forest,forest,temperate,EM,both,,managed ecosystem,,abandoned agricultural field,Yellow birch (YB),"filtered because crazy data, its height anyway",0,7,1,hetero,4 months,,,,,,,,,,44,0.43519414,SE,132,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,10.1016/J.APSOIL.2016.12.008,soil,field,"non sterilized inoculum from soil with RO, 300ml",,"45°48'38''N, 73°26'26''W",1,forest,forest,temperate,EM,both,,managed ecosystem,,abandoned agricultural field,Yellow birch (YB),"filtered because crazy data, its height anyway",0,8,1,hetero,4 months,,,,,,,,,,44,0.522232968,SE,132,,,,,,,,,,,,,,,,,,,,,,,,,,,
