datapointID,DOI,inocType,FieldGreenhouse,treatment,noteTreatments,location,exact_location,Ecosystem,EcoGeneral,EcoRegion,FungalType,dominantFungiSource,Column1,managed/restoration,SoilDataLocation,priorLandUse,plantSpecies,notes,IsLatestTimePoint,comparisonGroup,Treatment2,soilOrigin,Time,TotBiomass,TotBioError,AboveBio,AboveBioError,BelowBio,BelowBioError,Yield,BioErrorType,biomassN,height,heightError,heightErrorType,heightN,CoverPerc,CoverPercError,CoverPercErrorType,coverPercN,V2a: SpeciesRichness,V2a: Error,V2b: ShannonDiversity,V2b: Error,V2: ErrorType,V2: N,seedlingSurvPerc,seedlingSurvPercError,seedlingSurvPercErrorType,seedlingSurvPercErrorN,LeafArea(cm^2),LeafPhosphorous(mg/kgDryWeight),BasalAreaGrowthSeedlings(mm^2),communityMycorrhizationIndex,EMFcolonization%,AMFcolonization%,Bray-CurtisDistance,NumberOfMycorrhizalRootTips,Comments,Column2,Column3,Column4,Column5
261,10.1111/J.1526-100X.2006.00188.X,no,greenhouse,Control: autoclaved field soil inoculum,,"40.3428° N, 105.6836° W",1,grassland,grassland,temperate,AM,both,,,,,Artemisia frigida,,,4,0,,121 days,0.15,0.01,,,,,,SE,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,10.1111/J.1526-100X.2006.00188.X,soil,greenhouse,Inoculum: field soil rhizosphere of a mixed stand of native plants,,"40.3428° N, 105.6836° W",1,grassland,grassland,temperate,AM,both,,,,,Aster laevis,,,5,1,hetero,111 days,0.3,0.03,,,,,,SE,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,10.1111/J.1526-100X.2006.00188.X,no,greenhouse,Control: autoclaved field soil inoculum,,"40.3428° N, 105.6836° W",1,grassland,grassland,temperate,AM,both,,,,,Aster laevis,,,5,0,,111 days,0.41,0.05,,,,,,SE,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,10.1111/J.1526-100X.2006.00188.X,soil,greenhouse,Inoculum: field soil rhizosphere of a mixed stand of native plants,,"40.3428° N, 105.6836° W",1,grassland,grassland,temperate,AM,both,,,,,Chrysothamnus viscidiflorus,,,6,1,hetero,123 days,0.16,0.01,,,,,,SE,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,10.1111/J.1526-100X.2006.00188.X,no,greenhouse,Control: autoclaved field soil inoculum,,"40.3428° N, 105.6836° W",1,grassland,grassland,temperate,AM,both,,,,,Chrysothamnus viscidiflorus,,,6,0,,123 days,0.11,0.01,,,,,,SE,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,10.1111/J.1526-100X.2006.00188.X,soil,greenhouse,Inoculum: field soil rhizosphere of a mixed stand of native plants,,"40.3428° N, 105.6836° W",1,grassland,grassland,temperate,AM,both,,,,,Muhlenbergia montana,,,7,1,con,121 days,0.46,0.03,,,,,,SE,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,10.1111/J.1526-100X.2006.00188.X,no,greenhouse,Control: autoclaved field soil inoculum,,"40.3428° N, 105.6836° W",1,grassland,grassland,temperate,AM,both,,,,,Muhlenbergia montana,,,7,0,,121 days,0.49,0.02,,,,,,SE,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,10.1111/J.1526-100X.2006.00188.X,soil,greenhouse,Inoculum: field soil rhizosphere of a mixed stand of native plants,,"40.3428° N, 105.6836° W",1,grassland,grassland,temperate,AM,both,,,,,Bromus tectorum,,,8,1,hetero,103 days,0.33,0.03,,,,,,SE,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,10.1111/J.1526-100X.2006.00188.X,no,greenhouse,Control: autoclaved field soil inoculum,,"40.3428° N, 105.6836° W",1,grassland,grassland,temperate,AM,both,,,,,Bromus tectorum,,,8,0,,103 days,0.44,0.02,,,,,,SE,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,10.1111/J.1526-100X.2006.00188.X,soil,greenhouse,Inoculum: field soil rhizosphere of a mixed stand of native plants,,"40.3428° N, 105.6836° W",1,grassland,grassland,temperate,AM,both,,,,,Lappula redowskii,,,9,1,hetero,89 days,0.19,0.02,,,,,,SE,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,10.1111/J.1526-100X.2006.00188.X,no,greenhouse,Control: autoclaved field soil inoculum,,"40.3428° N, 105.6836° W",1,grassland,grassland,temperate,AM,both,,,,,Lappula redowskii,,,9,0,,89 days,0.29,0.03,,,,,,SE,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,10.1111/J.1526-100X.2006.00188.X,soil,greenhouse,Inoculum: field soil rhizosphere of a mixed stand of native plants,,"40.3428° N, 105.6836° W",1,grassland,grassland,temperate,AM,both,,,,,Elymus elymoides,,,12,1,hetero,115 days,0.3,0.01,,,,,,SE,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,10.1111/J.1526-100X.2006.00188.X,no,greenhouse,Control: autoclaved field soil inoculum,,"40.3428° N, 105.6836° W",1,grassland,grassland,temperate,AM,both,,,,,Elymus elymoides,,,12,0,,115 days,0.45,0.02,,,,,,SE,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,10.1371/journal.pone.0021943,soil,greenhouse,"Inoculum from E1 (early succesional grassland), high amount",,"52.1°N, 5.8°E",1,grassland,grassland,temperate,,,,,,"arable field, mineral soil after topsoil removal",grassland plant community,,,1,1,,4 months,8.29,0.5,,,,,,SE,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,10.1371/journal.pone.0021943,soil,greenhouse,"Inoculum from E2 (early succesional grassland), high amount",,"52.1°N, 5.8°E",1,grassland,grassland,temperate,,,,,,"arable field, mineral soil after topsoil removal",grassland plant community,,,1,1,,4 months,7.9,0.5,,,,,,SE,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,10.1371/journal.pone.0021943,soil,greenhouse,"Inoculum from M1 (mid succesional grassland), high amount",,"52.1°N, 5.8°E",1,grassland,grassland,temperate,,,,,,"arable field, mineral soil after topsoil removal",grassland plant community,,,1,1,,4 months,8.09,0.7,,,,,,SE,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,10.1371/journal.pone.0021943,soil,greenhouse,"Inoculum from M2 (mid succesional grassland), high amount",,"52.1°N, 5.8°E",1,grassland,grassland,temperate,,,,,,"arable field, mineral soil after topsoil removal",grassland plant community,,,1,1,,4 months,9.47,1.2,,,,,,SE,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,10.1371/journal.pone.0021943,soil,greenhouse,"Inoculum from L1 (late succesional grassland), high amount",,"52.1°N, 5.8°E",1,grassland,grassland,temperate,,,,,,"arable field, mineral soil after topsoil removal",grassland plant community,,,1,1,,4 months,11.85,0.5,,,,,,SE,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,10.1371/journal.pone.0021943,soil,greenhouse,"Inoculum from L2 (late succesional grassland), high amount",,"52.1°N, 5.8°E",1,grassland,grassland,temperate,,,,,,"arable field, mineral soil after topsoil removal",grassland plant community,,,1,1,,4 months,1.66,0.2,,,,,,SE,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,10.1371/journal.pone.0021943,no,greenhouse,Control 1: no inoculum,,"52.1°N, 5.8°E",1,grassland,grassland,temperate,,,,,,"arable field, mineral soil after topsoil removal",grassland plant community,,,1,0,,4 months,5.69,0.2,,,,,,SE,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,10.1371/journal.pone.0021943,soil,greenhouse,"Inoculum from E1 (early succesional grassland), low amount",,"52.1°N, 5.8°E",1,grassland,grassland,temperate,,,,,,"arable field, mineral soil after topsoil removal",grassland plant community,,,2,1,,4 months,6.67,0.3,,,,,,SE,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,10.1371/journal.pone.0021943,soil,greenhouse,"Inoculum from E2 (early succesional grassland), low amount",,"52.1°N, 5.8°E",1,grassland,grassland,temperate,,,,,,"arable field, mineral soil after topsoil removal",grassland plant community,,,2,1,,4 months,5.81,0.3,,,,,,SE,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,10.1371/journal.pone.0021943,soil,greenhouse,"Inoculum from M1 (mid succesional grassland), low amount",,"52.1°N, 5.8°E",1,grassland,grassland,temperate,,,,,,"arable field, mineral soil after topsoil removal",grassland plant community,,,2,1,,4 months,5.44,0.3,,,,,,SE,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,10.1371/journal.pone.0021943,soil,greenhouse,"Inoculum from M2 (mid succesional grassland), low amount",,"52.1°N, 5.8°E",1,grassland,grassland,temperate,,,,,,"arable field, mineral soil after topsoil removal",grassland plant community,,,2,1,,4 months,7.43,0.3,,,,,,SE,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,10.1371/journal.pone.0021943,soil,greenhouse,"Inoculum from L1 (late succesional grassland), low amount",,"52.1°N, 5.8°E",1,grassland,grassland,temperate,,,,,,"arable field, mineral soil after topsoil removal",grassland plant community,,,2,1,,4 months,8.4,1,,,,,,SE,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,10.1371/journal.pone.0021943,soil,greenhouse,"Inoculum from L2 (late succesional grassland), low amount",,"52.1°N, 5.8°E",1,grassland,grassland,temperate,,,,,,"arable field, mineral soil after topsoil removal",grassland plant community,,,2,1,,4 months,2.84,0.2,,,,,,SE,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,10.1371/journal.pone.0021943,no,greenhouse,Control 2: no inoculum,,"52.1°N, 5.8°E",1,grassland,grassland,temperate,,,,,,"arable field, mineral soil after topsoil removal",grassland plant community,,,2,0,,4 months,5.71,0.2,,,,,,SE,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,10.1111/rec.12287,soil,field,Soil inoculum from grassland (inoculation during transplantation),,"38.82°N, 122.33°W",1,grassland,grassland,temperate,AM,paper,,restoration,,"post-mining landscape, staging ground for heavy machninery",Native grass species,,0,,1,con,1 year,,,38.33,8.67,,,,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,units of biomass: g/m2,,,,
289,10.1111/rec.12287,no,field,Control: no inoculum,,"38.82°N, 122.33°W",1,grassland,grassland,temperate,AM,paper,,restoration,,"post-mining landscape, staging ground for heavy machninery",Native grass species,,0,,0,,1 year,,,26.43,7.65,,,,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,10.1111/rec.12287,soil,field,Soil inoculum from grassland (inoculation during transplantation),,"38.82°N, 122.33°W",1,grassland,grassland,temperate,AM,paper,,restoration,,"post-mining landscape, staging ground for heavy machninery",Native grass species,,0,,1,con,2 years,,,25.94,6.44,,,,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,10.1111/rec.12287,no,field,Control: no inoculum,,"38.82°N, 122.33°W",1,grassland,grassland,temperate,AM,paper,,restoration,,"post-mining landscape, staging ground for heavy machninery",Native grass species,,0,,0,,2 years,,,16.98,6.62,,,,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,10.1111/rec.12287,soil,field,Soil inoculum from grassland (inoculation during transplantation),,"38.82°N, 122.33°W",1,grassland,grassland,temperate,AM,paper,,restoration,,"post-mining landscape, staging ground for heavy machninery",Native grass species,,,1,1,con,3 years,,,1.45,1.6,,,,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,10.1111/rec.12287,no,field,Control: no inoculum,,"38.82°N, 122.33°W",1,grassland,grassland,temperate,AM,paper,,restoration,,"post-mining landscape, staging ground for heavy machninery",Native grass species,,,1,0,,3 years,,,0.94,1,,,,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,10.1111/rec.12287,soil,field,Soil inoculum from grassland (inoculation during transplantation),,"38.82°N, 122.33°W",1,grassland,grassland,temperate,AM,paper,,restoration,,"post-mining landscape, staging ground for heavy machninery",Non-native grass species,,0,,1,hetero,1 year,,,84.29,35.42,,,,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,10.1111/rec.12287,no,field,Control: no inoculum,,"38.82°N, 122.33°W",1,grassland,grassland,temperate,AM,paper,,restoration,,"post-mining landscape, staging ground for heavy machninery",Non-native grass species,,0,,0,,1 year,,,25.72,10.23,,,,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,10.1111/rec.12287,soil,field,Soil inoculum from grassland (inoculation during transplantation),,"38.82°N, 122.33°W",1,grassland,grassland,temperate,AM,paper,,restoration,,"post-mining landscape, staging ground for heavy machninery",Non-native grass species,,0,,1,hetero,2 years,,,170.82,31.85,,,,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,10.1111/rec.12287,no,field,Control: no inoculum,,"38.82°N, 122.33°W",1,grassland,grassland,temperate,AM,paper,,restoration,,"post-mining landscape, staging ground for heavy machninery",Non-native grass species,,0,,0,,2 years,,,141.54,26.17,,,,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,10.1111/rec.12287,soil,field,Soil inoculum from grassland (inoculation during transplantation),,"38.82°N, 122.33°W",1,grassland,grassland,temperate,AM,paper,,restoration,,"post-mining landscape, staging ground for heavy machninery",Non-native grass species,,,2,1,hetero,3 years,,,84.3,35.41,,,,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,10.1111/rec.12287,no,field,Control: no inoculum,,"38.82°N, 122.33°W",1,grassland,grassland,temperate,AM,paper,,restoration,,"post-mining landscape, staging ground for heavy machninery",Non-native grass species,,,2,0,,3 years,,,64.8,22.73,,,,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,10.1111/rec.12287,soil,field,Soil inoculum from grassland (inoculation during transplantation),,"38.82°N, 122.33°W",1,grassland,grassland,temperate,AM,paper,,restoration,,"post-mining landscape, staging ground for heavy machninery",Non-native forb species,,0,,1,hetero,2 years,,,21.82,12.94,,,,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,10.1111/rec.12287,no,field,Control: no inoculum,,"38.82°N, 122.33°W",1,grassland,grassland,temperate,AM,paper,,restoration,,"post-mining landscape, staging ground for heavy machninery",Non-native forb species,,0,,0,,2 years,,,41.1,13.33,,,,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,10.1111/rec.12287,soil,field,Soil inoculum from grassland (inoculation during transplantation),,"38.82°N, 122.33°W",1,grassland,grassland,temperate,AM,paper,,restoration,,"post-mining landscape, staging ground for heavy machninery",Non-native forb species,,,3,1,hetero,3 years,,,47.39,38.41,,,,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,10.1111/rec.12287,no,field,Control: no inoculum,,"38.82°N, 122.33°W",1,grassland,grassland,temperate,AM,paper,,restoration,,"post-mining landscape, staging ground for heavy machninery",Non-native forb species,,,3,0,,3 years,,,46.47,28,,,,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,10.1111/rec.12287,soil,field,Soil inoculum from grassland (inoculation before transplantation),,"38.82°N, 122.33°W",1,grassland,grassland,temperate,AM,paper,,restoration,,"post-mining landscape, staging ground for heavy machninery",Stipa pulchra,,,4,1,con,18 months,,,6.46,1.31,,,,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,10.1111/rec.12287,ster,field,Control: sterilized soil inoculum,,"38.82°N, 122.33°W",1,grassland,grassland,temperate,AM,paper,,restoration,,"post-mining landscape, staging ground for heavy machninery",Stipa pulchra,,,4,0,,18 months,,,2.81,0.69,,,,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,10.1111/j.1061-2971.2004.00304.x,soil,field,"Living soil amendment (microorganisms, AM fungi, plant propagules)",,"35°16'00''N, 111°40'00'' W",1,forest,forest,temperate,AM,both,,restoration,,burned slash pile areas,native forb species,,,5,1,,11 months,,,,,,,,,,,,,,0.005,0.0018,,30,,,,,,,,,,,,,,,,,,,,,,,
307,10.1111/j.1061-2971.2004.00304.x,no,field,Control: sterilized soil amendment without propagules,,"35°16'00''N, 111°40'00'' W",1,forest,forest,temperate,AM,both,,restoration,,burned slash pile areas,native forb species,,,5,0,,11 months,,,,,,,,,,,,,,0.003,0.001,,30,,,,,,,,,,,,,,,,,,,,,,,
308,10.1111/j.1061-2971.2004.00304.x,soil,field,"Living soil amendment (microorganisms, AM fungi, plant propagules)",,"35°16'00''N, 111°40'00'' W",1,forest,forest,temperate,AM,both,,restoration,,burned slash pile areas,native graminoid species,,,6,1,,11 months,,,,,,,,,,,,,,0.0065,0.001,,30,,,,,,,,,,,,,,,,,,,,,,,
309,10.1111/j.1061-2971.2004.00304.x,no,field,Control: sterilized soil amendment without propagules,,"35°16'00''N, 111°40'00'' W",1,forest,forest,temperate,AM,both,,restoration,,burned slash pile areas,native graminoid species,,,6,0,,11 months,,,,,,,,,,,,,,0.0014,0.0006,,30,,,,,,,,,,,,,,,,,,,,,,,
310,10.1111/j.1061-2971.2004.00304.x,soil,field,"Living soil amendment (microorganisms, AM fungi, plant propagules)",,"35°16'00''N, 111°40'00'' W",1,forest,forest,temperate,AM,both,,restoration,,burned slash pile areas,Exotic plant species,,,7,1,,11 months,,,,,,,,,,,,,,0.038,0.003,,30,,,,,,,,,,,,,,,,,,,,,,,
311,10.1111/j.1061-2971.2004.00304.x,no,field,Control: sterilized soil amendment without propagules,,"35°16'00''N, 111°40'00'' W",1,forest,forest,temperate,AM,both,,restoration,,burned slash pile areas,Exotic plant species,,,7,0,,11 months,,,,,,,,,,,,,,0.0302,0.0043,,30,,,,,,,,,,,,,,,,,,,,,,,
312,10.1111/j.1061-2971.2004.00304.x,soil,field,"Living soil amendment (microorganisms, AM fungi, plant propagules)",,"35°16'00''N, 111°40'00'' W",1,forest,forest,temperate,AM,both,,restoration,,burned slash pile areas,ruderal plant species,,,8,1,,11 months,,,,,,,,,,,,,,0.0065,0.0011,,30,,,,,,,,,,,,,,,,,,,,,,,
313,10.1111/j.1061-2971.2004.00304.x,no,field,Control: sterilized soil amendment without propagules,,"35°16'00''N, 111°40'00'' W",1,forest,forest,temperate,AM,both,,restoration,,burned slash pile areas,ruderal plant species,,,8,0,,11 months,,,,,,,,,,,,,,0.0089,0.0023,,30,,,,,,,,,,,,,,,,,,,,,,,
314,10.7939/r3-jktg-qc21,soil,greenhouse,inoculation with forest soil without recent disturbance histroy,,"54°17'N, 118°13'W",1,forest,forest,boreal,EM,backup,,,,,Pinus contorta,,,9,1,con,44 weeks,,,,,,,,,,,,,,,,,,,,,,,,0.85,0.018,SE,50,,,,,,,,,"sample size: 273 in total, only few raw data available",,,,
315,10.7939/r3-jktg-qc21,no,greenhouse,control: no field soil inoculum,,"54°17'N, 118°13'W",1,forest,forest,boreal,EM,backup,,,,,Pinus contorta,,,9,0,,44 weeks,,,,,,,,,,,,,,,,,,,,,,,,0.51,0.098,SE,50,,,,,,,,,,,,,
316,10.1111/1365-2664.14036,soil,field,"Whole soil inoculation, soil from local old growth, undisturbed grassland community, + seeding",,"5 sites in US, 40° 37' 59.25"" N 89° 23' 54.702"" W (ilinois)",0,grassland (tallgrass prairie),grassland,temperate,AM,both,,restoration,,(different land use at each site),"multiple target species for diverse native tallgrass, e.g.Allium cernuum",,0,,1,,6 months,,,,,,,,,,9.913493943,1.664456242,SE,128,,,,,,,,,,,0.82,0.03,SE,128,,,,,,,,,,,,,
317,10.1111/1365-2664.14036,wild spores,field,"inoculation with laboratory cultured AM fungi, + seeding",,"5 sites in US, 40° 37' 59.25"" N 89° 23' 54.702"" W (ilinois)",0,grassland (tallgrass prairie),grassland,temperate,AM,both,,restoration,,(different land use at each site),"multiple target species for diverse native tallgrass, e.g.Allium cernuum",,0,,1,,6 months,,,,,,,,,,8.974182455,1.664456242,SE,128,,,,,,,,,,,0.75,0.04,SE,128,,,,,,,,,,,,,
318,10.1111/1365-2664.14036,no,field,"Control: no amendment, + seeding",,"5 sites in US, 40° 37' 59.25"" N 89° 23' 54.702"" W (ilinois)",0,grassland (tallgrass prairie),grassland,temperate,AM,both,,restoration,,(different land use at each site),"multiple target species for diverse native tallgrass, e.g.Allium cernuum",,0,,0,,6 months,,,,,,,,,,6.84596981,1.664456242,SE,128,,,,,,,,,,,0.6,0.03,SE,128,,,,,,,,,,,,,
319,10.1111/1365-2664.14036,soil,field,"Whole soil inoculation, soil from local old growth, undisturbed grassland community, + seeding",,"5 sites in US, 40° 37' 59.25"" N 89° 23' 54.702"" W (ilinois)",0,grassland (tallgrass prairie),grassland,temperate,AM,both,,restoration,,(different land use at each site),"multiple target species for diverse native tallgrass, e.g.Allium cernuum",,0,,1,,18 months,,,,,,,,,,14.79984295,1.664456242,SE,,,,,,,,,,,,0.61,0.03,SE,,,,,,,,,,,,,,
320,10.1111/1365-2664.14036,wild spores,field,"inoculation with laboratory cultured AM fungi, + seeding",,"5 sites in US, 40° 37' 59.25"" N 89° 23' 54.702"" W (ilinois)",0,grassland (tallgrass prairie),grassland,temperate,AM,both,,restoration,,(different land use at each site),"multiple target species for diverse native tallgrass, e.g.Allium cernuum",,0,,1,,18 months,,,,,,,,,,13.43996919,1.664456242,SE,,,,,,,,,,,,0.53,0.03,SE,,,,,,,,,,,,,,
321,10.1111/1365-2664.14036,no,field,"Control: no amendment, + seeding",,"5 sites in US, 40° 37' 59.25"" N 89° 23' 54.702"" W (ilinois)",0,grassland (tallgrass prairie),grassland,temperate,AM,both,,restoration,,(different land use at each site),"multiple target species for diverse native tallgrass, e.g.Allium cernuum",,0,,0,,18 months,,,,,,,,,,10.24585931,1.664456242,SE,,,,,,,,,,,,0.42,0.03,SE,,,,,,,,,,,,,,
322,10.1111/1365-2664.14036,soil,field,"Whole soil inoculation, soil from local old growth, undisturbed grassland community, + seeding",,"5 sites in US, 40° 37' 59.25"" N 89° 23' 54.702"" W (ilinois)",0,grassland (tallgrass prairie),grassland,temperate,AM,both,,restoration,,(different land use at each site),"multiple target species for diverse native tallgrass, e.g.Allium cernuum",,,1,1,,30 months,,,,,,,,,,19.69723259,0,SE,,,,,,,,,,,,0.28,0.03,SE,,,,,,,,,,,,,,
323,10.1111/1365-2664.14036,wild spores,field,"inoculation with laboratory cultured AM fungi, + seeding",,"5 sites in US, 40° 37' 59.25"" N 89° 23' 54.702"" W (ilinois)",0,grassland (tallgrass prairie),grassland,temperate,AM,both,,restoration,,(different land use at each site),"multiple target species for diverse native tallgrass, e.g.Allium cernuum",,,1,1,,30 months,,,,,,,,,,18.68781664,0,SE,,,,,,,,,,,,0.21,0.04,SE,,,,,,,,,,,,,,
324,10.1111/1365-2664.14036,no,field,"Control: no amendment, + seeding",,"5 sites in US, 40° 37' 59.25"" N 89° 23' 54.702"" W (ilinois)",0,grassland (tallgrass prairie),grassland,temperate,AM,both,,restoration,,(different land use at each site),"multiple target species for diverse native tallgrass, e.g.Allium cernuum",,,1,0,,30 months,,,,,,,,,,19.28739993,0,SE,,,,,,,,,,,,0.14,0.03,SE,,,,,,,,,,,,,,
325,10.1111/J.1526-100X.2010.00752.X,soil,field,Inoculation: prairie field whole soil,,"41°04' N, 87°24' W",1,grassland,grassland,temperate,AM,both,,restoration,,"old argicultural field, burned",Liatris spicata,,,1,1,,2 years,,,,,,,,,,,,,,,,,,,,,,,,0.43,,,20,,,,,,,,,,,,,
326,10.1111/J.1526-100X.2010.00752.X,soil,field,Control: inoculation with old field soil representing the same soil as in the experimental area,,"41°04' N, 87°24' W",1,grassland,grassland,temperate,AM,both,,restoration,,"old argicultural field, burned",Liatris spicata,,,1,0,,2 years,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,20,,,,,,,,,no significant effect of inoculation but no raw data available,,,,
327,10.1128/AEM.67.2.495-498.2001/FORMAT/EPUB,wild spores,field,Inoculation with a mixture of indigenous AMF (& Rhizobium strain),,"37.2236° N, 2.5461° W",1,semiarid shrubland,others,temperate,AM,paper,,restoration,,degraded and desertified,Anthyllis cytisoides,,0,,1,,1 year,,,,,,,,,,12.08,,,40,,,,,,,,,,,,,,,,,,,,,,,trap cultures of fungi but these are representative for the abundance and diversity at the experimental site,,,,
328,10.1128/AEM.67.2.495-498.2001/FORMAT/EPUB,ster,field,Control: sterile inoculum (& Rhizobium strain),,"37.2236° N, 2.5461° W",1,semiarid shrubland,others,temperate,AM,paper,,restoration,,degraded and desertified,Anthyllis cytisoides,,0,,0,,1 year,,,,,,,,,,10.38,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,10.1128/AEM.67.2.495-498.2001/FORMAT/EPUB,wild spores,field,Inoculation with a mixture of indigenous AMF (& Rhizobium strain),,"37.2236° N, 2.5461° W",1,semiarid shrubland,others,temperate,AM,paper,,restoration,,degraded and desertified,Anthyllis cytisoides,,0,,1,,3 years,,,,,,,,,,35.78,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,10.1128/AEM.67.2.495-498.2001/FORMAT/EPUB,ster,field,Control: sterile inoculum (& Rhizobium strain),,"37.2236° N, 2.5461° W",1,semiarid shrubland,others,temperate,AM,paper,,restoration,,degraded and desertified,Anthyllis cytisoides,,0,,0,,3 years,,,,,,,,,,14.87,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,10.1128/AEM.67.2.495-498.2001/FORMAT/EPUB,wild spores,field,Inoculation with a mixture of indigenous AMF (& Rhizobium strain),,"37.2236° N, 2.5461° W",1,semiarid shrubland,others,temperate,AM,paper,,restoration,,degraded and desertified,Anthyllis cytisoides,,,1,1,,5 years,,,,,,,,,,73.36,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,10.1128/AEM.67.2.495-498.2001/FORMAT/EPUB,ster,field,Control: sterile inoculum (& Rhizobium strain),,"37.2236° N, 2.5461° W",1,semiarid shrubland,others,temperate,AM,paper,,restoration,,degraded and desertified,Anthyllis cytisoides,,,1,0,,5 years,,,,,,,,,,36.02,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,10.1128/AEM.67.2.495-498.2001/FORMAT/EPUB,wild spores,field,Inoculation with a mixture of indigenous AMF (& Rhizobium strain),,"37.2236° N, 2.5461° W",1,semiarid shrubland,others,temperate,AM,paper,,restoration,,degraded and desertified,Anthyllis cytisoides,,0,,1,,10 months,,,5.04,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,10.1128/AEM.67.2.495-498.2001/FORMAT/EPUB,ster,field,Control: sterile inoculum (& Rhizobium strain),,"37.2236° N, 2.5461° W",1,semiarid shrubland,others,temperate,AM,paper,,restoration,,degraded and desertified,Anthyllis cytisoides,,0,,0,,10 months,,,3.95,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,10.1128/AEM.67.2.495-498.2001/FORMAT/EPUB,wild spores,field,Inoculation with a mixture of indigenous AMF (& Rhizobium strain),,"37.2236° N, 2.5461° W",1,semiarid shrubland,others,temperate,AM,paper,,restoration,,degraded and desertified,Lavandula multifida,,,2,1,,10 months,,,3.15,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,10.1128/AEM.67.2.495-498.2001/FORMAT/EPUB,ster,field,Control: sterile inoculum (& Rhizobium strain),,"37.2236° N, 2.5461° W",1,semiarid shrubland,others,temperate,AM,paper,,restoration,,degraded and desertified,Lavandula multifida,,,2,0,,10 months,,,1.23,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
